"ctry_code";"nace2_code";"RCA_Gen";"RCA_AI";"Period"
"AD";"22.1";0;NA;"2004-2018"
"AD";"22.2";0;NA;"2004-2018"
"AD";"23";3,66195174226099;NA;"2004-2018"
"AD";"23.1";0;NA;"2004-2018"
"AD";"23.3";25,068211610775;NA;"2004-2018"
"AD";"23.42";0;NA;"2004-2018"
"AD";"23.5";2,77940227196428;NA;"2004-2018"
"AD";"24";0;NA;"2004-2018"
"AD";"24.46";0;NA;"2004-2018"
"AD";"25.1";0;NA;"2004-2018"
"AD";"25.2";0;NA;"2004-2018"
"AD";"25.3";0;NA;"2004-2018"
"AD";"25.4";0;NA;"2004-2018"
"AD";"25.5";0;NA;"2004-2018"
"AD";"25.6";0;NA;"2004-2018"
"AD";"25.7";2,9347680578011;NA;"2004-2018"
"AD";"25.9";0;NA;"2004-2018"
"AD";"25.94";0;NA;"2004-2018"
"AD";"26.1";0,37345850413185;NA;"2004-2018"
"AD";"26.11";0;NA;"2004-2018"
"AD";"26.2";0,541515395749447;NA;"2004-2018"
"AD";"26.3";0,434069709537024;NA;"2004-2018"
"AD";"26.4";0;NA;"2004-2018"
"AD";"26.5";0;NA;"2004-2018"
"AD";"26.51";1,65649442468227;NA;"2004-2018"
"AD";"26.52";0;NA;"2004-2018"
"AD";"26.6";0;NA;"2004-2018"
"AD";"26.7";1,46530473562335;NA;"2004-2018"
"AD";"26.8";0;NA;"2004-2018"
"AD";"27.1";0;NA;"2004-2018"
"AD";"27.12";0;NA;"2004-2018"
"AD";"27.2";0;NA;"2004-2018"
"AD";"27.3";0;NA;"2004-2018"
"AD";"27.33";1,62156012608591;NA;"2004-2018"
"AD";"27.4";0;NA;"2004-2018"
"AD";"27.5";1,61954853526241;NA;"2004-2018"
"AD";"27.9";0;NA;"2004-2018"
"AD";"28.1";1,79940605256512;NA;"2004-2018"
"AD";"28.11";0;NA;"2004-2018"
"AD";"28.14";0;NA;"2004-2018"
"AD";"28.21";0;NA;"2004-2018"
"AD";"28.22";0;NA;"2004-2018"
"AD";"28.23";1,09459033129343;NA;"2004-2018"
"AD";"28.25";2,3531571206071;NA;"2004-2018"
"AD";"28.29";2,90957323133925;NA;"2004-2018"
"AD";"28.3";1,05097986751734;NA;"2004-2018"
"AD";"28.4";0;NA;"2004-2018"
"AD";"28.9";0,844049347954719;NA;"2004-2018"
"AD";"28.92";0;NA;"2004-2018"
"AD";"28.94";4,17469524506458;NA;"2004-2018"
"AD";"28.95";0;NA;"2004-2018"
"AD";"28.99";0;NA;"2004-2018"
"AD";"29.1";0,523702561994001;NA;"2004-2018"
"AD";"29.3";0;NA;"2004-2018"
"AD";"30";3,53626898247344;NA;"2004-2018"
"AD";"31";0;NA;"2004-2018"
"AD";"32";0,732892288404052;NA;"2004-2018"
"AD";"32.5";1,63388590533583;NA;"2004-2018"
"AD";"32.9";4,61209928348853;NA;"2004-2018"
"AD";"42.2";0;NA;"2004-2018"
"AD";"42.91";0;NA;"2004-2018"
"AD";"43";5,40385336759227;NA;"2004-2018"
"AD";"62";2,11332991770054;NA;"2004-2018"
"AE";"10";0,372175809092434;0;"2004-2018"
"AE";"10.5";0;0;"2004-2018"
"AE";"11";0,311754565306303;0;"2004-2018"
"AE";"12";3,28335426191059;0;"2004-2018"
"AE";"13";0;0;"2004-2018"
"AE";"14";0,771037482882334;0;"2004-2018"
"AE";"15";1,38535605268304;0;"2004-2018"
"AE";"16";0;NA;"2004-2018"
"AE";"17";0;NA;"2004-2018"
"AE";"18.1";1,10265031768045;0;"2004-2018"
"AE";"19";2,45642051294551;0;"2004-2018"
"AE";"20.1";1,02764098303538;0;"2004-2018"
"AE";"20.2";0,734696183718304;0;"2004-2018"
"AE";"20.3";0;NA;"2004-2018"
"AE";"20.4";1,6160436464492;NA;"2004-2018"
"AE";"20.42";0,783788461741986;0;"2004-2018"
"AE";"20.5";0,165855449637532;0;"2004-2018"
"AE";"20.51";0;0;"2004-2018"
"AE";"20.6";1,06732554704169;NA;"2004-2018"
"AE";"21";0,679493166310766;0;"2004-2018"
"AE";"22";0,731729115394374;0;"2004-2018"
"AE";"22.1";0;NA;"2004-2018"
"AE";"22.2";0;0;"2004-2018"
"AE";"23";0,95689191255061;0;"2004-2018"
"AE";"23.1";1,58821643924382;0;"2004-2018"
"AE";"23.3";1,31009749121638;0;"2004-2018"
"AE";"23.42";2,33493633861594;NA;"2004-2018"
"AE";"23.5";0,435765582338118;0;"2004-2018"
"AE";"24";1,54329821960167;0;"2004-2018"
"AE";"24.46";0;NA;"2004-2018"
"AE";"25.1";0;0;"2004-2018"
"AE";"25.2";2,06293728753793;0;"2004-2018"
"AE";"25.3";0;0;"2004-2018"
"AE";"25.4";2,77587871549645;0;"2004-2018"
"AE";"25.5";0;0;"2004-2018"
"AE";"25.6";0;0;"2004-2018"
"AE";"25.7";0,460124439213037;0;"2004-2018"
"AE";"25.9";0,879969290523877;0;"2004-2018"
"AE";"25.94";0;NA;"2004-2018"
"AE";"26.1";0,351313728509962;0;"2004-2018"
"AE";"26.11";1,01872020298081;0;"2004-2018"
"AE";"26.2";1,25936344297912;0,912143093739649;"2004-2018"
"AE";"26.3";1,33841795865285;2,89747474747475;"2004-2018"
"AE";"26.4";1,11278493689972;0;"2004-2018"
"AE";"26.5";0,97066333978007;0;"2004-2018"
"AE";"26.51";1,9045523837553;0;"2004-2018"
"AE";"26.52";5,64574146418203;0;"2004-2018"
"AE";"26.6";1,31697263840061;0;"2004-2018"
"AE";"26.7";0,459472439713051;0;"2004-2018"
"AE";"26.8";0;NA;"2004-2018"
"AE";"27.1";1,31563574875173;0;"2004-2018"
"AE";"27.12";1,28527428830442;0;"2004-2018"
"AE";"27.2";0,178262311519495;0;"2004-2018"
"AE";"27.3";0,327040314414092;0;"2004-2018"
"AE";"27.33";0,423724254052601;0;"2004-2018"
"AE";"27.4";0,128966752325066;0;"2004-2018"
"AE";"27.5";1,10031639179637;0;"2004-2018"
"AE";"27.9";1,09242526720128;0;"2004-2018"
"AE";"28.1";0,877700238705131;0;"2004-2018"
"AE";"28.11";1,04537151866763;0;"2004-2018"
"AE";"28.14";0,600297255763383;0;"2004-2018"
"AE";"28.21";0,860659547078396;0;"2004-2018"
"AE";"28.22";0,199343939213011;0;"2004-2018"
"AE";"28.23";0,829468452055527;1,02415947634633;"2004-2018"
"AE";"28.25";0,614895327997836;0;"2004-2018"
"AE";"28.29";1,36852288670027;0;"2004-2018"
"AE";"28.3";0,219702324063926;0;"2004-2018"
"AE";"28.4";0,155551224778841;0;"2004-2018"
"AE";"28.9";1,38950033361792;0;"2004-2018"
"AE";"28.92";0,352960760086943;0;"2004-2018"
"AE";"28.94";0,218175027882772;0;"2004-2018"
"AE";"28.95";0;0;"2004-2018"
"AE";"28.99";0,740800832840328;0;"2004-2018"
"AE";"29.1";0,602126362734811;0;"2004-2018"
"AE";"29.3";0;0;"2004-2018"
"AE";"30";1,94050539138744;0;"2004-2018"
"AE";"31";1,48327925445034;0;"2004-2018"
"AE";"32";1,30226489035011;0;"2004-2018"
"AE";"32.5";1,48007621039467;7,81430192962543;"2004-2018"
"AE";"32.9";1,32568883927409;0;"2004-2018"
"AE";"42.2";1,40010333399287;0;"2004-2018"
"AE";"42.91";1,91541800710183;0;"2004-2018"
"AE";"43";1,41206218650652;0;"2004-2018"
"AE";"62";3,25813878769109;0;"2004-2018"
"AF";"10";0;NA;"2004-2018"
"AF";"10.5";0;NA;"2004-2018"
"AF";"11";0;NA;"2004-2018"
"AF";"12";0;NA;"2004-2018"
"AF";"13";0;NA;"2004-2018"
"AF";"14";0;NA;"2004-2018"
"AF";"15";0;NA;"2004-2018"
"AF";"16";0;NA;"2004-2018"
"AF";"17";0;NA;"2004-2018"
"AF";"18.1";0;NA;"2004-2018"
"AF";"19";0;NA;"2004-2018"
"AF";"20.1";0;NA;"2004-2018"
"AF";"20.2";0;NA;"2004-2018"
"AF";"20.3";0;NA;"2004-2018"
"AF";"20.4";0;NA;"2004-2018"
"AF";"20.42";0;NA;"2004-2018"
"AF";"20.5";0;NA;"2004-2018"
"AF";"20.51";0;NA;"2004-2018"
"AF";"20.6";0;NA;"2004-2018"
"AF";"21";0;NA;"2004-2018"
"AF";"22";0;NA;"2004-2018"
"AF";"22.1";0;NA;"2004-2018"
"AF";"22.2";0;NA;"2004-2018"
"AF";"23";0;NA;"2004-2018"
"AF";"23.1";0;NA;"2004-2018"
"AF";"23.3";0;NA;"2004-2018"
"AF";"23.42";0;NA;"2004-2018"
"AF";"23.5";0;NA;"2004-2018"
"AF";"24";0;NA;"2004-2018"
"AF";"24.46";0;NA;"2004-2018"
"AF";"25.1";0;NA;"2004-2018"
"AF";"25.2";0;NA;"2004-2018"
"AF";"25.3";0;NA;"2004-2018"
"AF";"25.4";0;NA;"2004-2018"
"AF";"25.5";0;NA;"2004-2018"
"AF";"25.6";0;NA;"2004-2018"
"AF";"25.7";0;NA;"2004-2018"
"AF";"25.9";0;NA;"2004-2018"
"AF";"25.94";0;NA;"2004-2018"
"AF";"26.1";0;NA;"2004-2018"
"AF";"26.11";0;NA;"2004-2018"
"AF";"26.2";0;NA;"2004-2018"
"AF";"26.3";0;NA;"2004-2018"
"AF";"26.4";0;NA;"2004-2018"
"AF";"26.5";0;NA;"2004-2018"
"AF";"26.51";0;NA;"2004-2018"
"AF";"26.52";0;NA;"2004-2018"
"AF";"26.6";0;NA;"2004-2018"
"AF";"26.7";0;NA;"2004-2018"
"AF";"26.8";0;NA;"2004-2018"
"AF";"27.1";0;NA;"2004-2018"
"AF";"27.12";0;NA;"2004-2018"
"AF";"27.2";0;NA;"2004-2018"
"AF";"27.3";0;NA;"2004-2018"
"AF";"27.33";0;NA;"2004-2018"
"AF";"27.4";0;NA;"2004-2018"
"AF";"27.5";0;NA;"2004-2018"
"AF";"27.9";0;NA;"2004-2018"
"AF";"28.1";0;NA;"2004-2018"
"AF";"28.11";0;NA;"2004-2018"
"AF";"28.14";0;NA;"2004-2018"
"AF";"28.21";0;NA;"2004-2018"
"AF";"28.22";0;NA;"2004-2018"
"AF";"28.23";0;NA;"2004-2018"
"AF";"28.25";0;NA;"2004-2018"
"AF";"28.29";0;NA;"2004-2018"
"AF";"28.3";0;NA;"2004-2018"
"AF";"28.4";0;NA;"2004-2018"
"AF";"28.9";0;NA;"2004-2018"
"AF";"28.92";0;NA;"2004-2018"
"AF";"28.94";0;NA;"2004-2018"
"AF";"28.95";0;NA;"2004-2018"
"AF";"28.99";0;NA;"2004-2018"
"AF";"29.1";0;NA;"2004-2018"
"AF";"29.3";0;NA;"2004-2018"
"AF";"30";0;NA;"2004-2018"
"AF";"31";0;NA;"2004-2018"
"AF";"32";0;NA;"2004-2018"
"AF";"32.5";28,3206890258211;NA;"2004-2018"
"AF";"32.9";0;NA;"2004-2018"
"AF";"42.2";0;NA;"2004-2018"
"AF";"42.91";0;NA;"2004-2018"
"AF";"43";0;NA;"2004-2018"
"AF";"62";0;NA;"2004-2018"
"AG";"10";0;NA;"2004-2018"
"AG";"10.5";0;NA;"2004-2018"
"AG";"11";0;NA;"2004-2018"
"AG";"12";0;NA;"2004-2018"
"AG";"13";0;NA;"2004-2018"
"AG";"14";0;NA;"2004-2018"
"AG";"15";0;NA;"2004-2018"
"AG";"16";0;NA;"2004-2018"
"AG";"17";0;NA;"2004-2018"
"AG";"18.1";0;NA;"2004-2018"
"AG";"19";0;NA;"2004-2018"
"AG";"20.1";0;NA;"2004-2018"
"AG";"20.2";27,0749149185079;NA;"2004-2018"
"AG";"20.3";0;NA;"2004-2018"
"AG";"20.4";0;NA;"2004-2018"
"AG";"20.42";0;NA;"2004-2018"
"AG";"20.5";0;NA;"2004-2018"
"AG";"20.51";0;NA;"2004-2018"
"AG";"20.6";0;NA;"2004-2018"
"AG";"21";4,8465641611413;NA;"2004-2018"
"AG";"22";0;NA;"2004-2018"
"AG";"22.1";0;NA;"2004-2018"
"AG";"22.2";0;NA;"2004-2018"
"AG";"23";0;NA;"2004-2018"
"AG";"23.1";0;NA;"2004-2018"
"AG";"23.3";0;NA;"2004-2018"
"AG";"23.42";0;NA;"2004-2018"
"AG";"23.5";0;NA;"2004-2018"
"AG";"24";0;NA;"2004-2018"
"AG";"24.46";0;NA;"2004-2018"
"AG";"25.1";0;NA;"2004-2018"
"AG";"25.2";0;NA;"2004-2018"
"AG";"25.3";0;NA;"2004-2018"
"AG";"25.4";0;NA;"2004-2018"
"AG";"25.5";0;NA;"2004-2018"
"AG";"25.6";0;NA;"2004-2018"
"AG";"25.7";0;NA;"2004-2018"
"AG";"25.9";0;NA;"2004-2018"
"AG";"25.94";0;NA;"2004-2018"
"AG";"26.1";0;NA;"2004-2018"
"AG";"26.11";0;NA;"2004-2018"
"AG";"26.2";1,56437780994285;NA;"2004-2018"
"AG";"26.3";0;NA;"2004-2018"
"AG";"26.4";0;NA;"2004-2018"
"AG";"26.5";0;NA;"2004-2018"
"AG";"26.51";9,57085667594203;NA;"2004-2018"
"AG";"26.52";0;NA;"2004-2018"
"AG";"26.6";0;NA;"2004-2018"
"AG";"26.7";0;NA;"2004-2018"
"AG";"26.8";0;NA;"2004-2018"
"AG";"27.1";0;NA;"2004-2018"
"AG";"27.12";0;NA;"2004-2018"
"AG";"27.2";0;NA;"2004-2018"
"AG";"27.3";0;NA;"2004-2018"
"AG";"27.33";18,7380281236595;NA;"2004-2018"
"AG";"27.4";0;NA;"2004-2018"
"AG";"27.5";0;NA;"2004-2018"
"AG";"27.9";0;NA;"2004-2018"
"AG";"28.1";0;NA;"2004-2018"
"AG";"28.11";0;NA;"2004-2018"
"AG";"28.14";0;NA;"2004-2018"
"AG";"28.21";0;NA;"2004-2018"
"AG";"28.22";0;NA;"2004-2018"
"AG";"28.23";0;NA;"2004-2018"
"AG";"28.25";0;NA;"2004-2018"
"AG";"28.29";0;NA;"2004-2018"
"AG";"28.3";0;NA;"2004-2018"
"AG";"28.4";0;NA;"2004-2018"
"AG";"28.9";0;NA;"2004-2018"
"AG";"28.92";39,0217729207232;NA;"2004-2018"
"AG";"28.94";0;NA;"2004-2018"
"AG";"28.95";0;NA;"2004-2018"
"AG";"28.99";0;NA;"2004-2018"
"AG";"29.1";0;NA;"2004-2018"
"AG";"29.3";0;NA;"2004-2018"
"AG";"30";0;NA;"2004-2018"
"AG";"31";0;NA;"2004-2018"
"AG";"32";0;NA;"2004-2018"
"AG";"32.5";3,14674322509123;NA;"2004-2018"
"AG";"32.9";0;NA;"2004-2018"
"AG";"42.2";0;NA;"2004-2018"
"AG";"42.91";0;NA;"2004-2018"
"AG";"43";0;NA;"2004-2018"
"AG";"62";0;NA;"2004-2018"
"AI";"10";0;NA;"2004-2018"
"AI";"10.5";0;NA;"2004-2018"
"AI";"11";0;NA;"2004-2018"
"AI";"12";0;NA;"2004-2018"
"AI";"13";0;NA;"2004-2018"
"AI";"14";0;NA;"2004-2018"
"AI";"15";196,918467488518;NA;"2004-2018"
"AI";"16";0;NA;"2004-2018"
"AI";"17";0;NA;"2004-2018"
"AI";"18.1";0;NA;"2004-2018"
"AI";"19";0;NA;"2004-2018"
"AI";"20.1";0;NA;"2004-2018"
"AI";"20.2";0;NA;"2004-2018"
"AI";"20.3";0;NA;"2004-2018"
"AI";"20.4";0;NA;"2004-2018"
"AI";"20.42";0;NA;"2004-2018"
"AI";"20.5";0;NA;"2004-2018"
"AI";"20.51";0;NA;"2004-2018"
"AI";"20.6";0;NA;"2004-2018"
"AI";"21";0;NA;"2004-2018"
"AI";"22";0;NA;"2004-2018"
"AI";"22.1";0;NA;"2004-2018"
"AI";"22.2";0;NA;"2004-2018"
"AI";"23";0;NA;"2004-2018"
"AI";"23.1";0;NA;"2004-2018"
"AI";"23.3";0;NA;"2004-2018"
"AI";"23.42";0;NA;"2004-2018"
"AI";"23.5";0;NA;"2004-2018"
"AI";"24";0;NA;"2004-2018"
"AI";"24.46";0;NA;"2004-2018"
"AI";"25.1";0;NA;"2004-2018"
"AI";"25.2";0;NA;"2004-2018"
"AI";"25.3";0;NA;"2004-2018"
"AI";"25.4";0;NA;"2004-2018"
"AI";"25.5";0;NA;"2004-2018"
"AI";"25.6";0;NA;"2004-2018"
"AI";"25.7";0;NA;"2004-2018"
"AI";"25.9";0;NA;"2004-2018"
"AI";"25.94";0;NA;"2004-2018"
"AI";"26.1";0;NA;"2004-2018"
"AI";"26.11";0;NA;"2004-2018"
"AI";"26.2";0;NA;"2004-2018"
"AI";"26.3";0;NA;"2004-2018"
"AI";"26.4";0;NA;"2004-2018"
"AI";"26.5";2,87443459250348;NA;"2004-2018"
"AI";"26.51";0;NA;"2004-2018"
"AI";"26.52";0;NA;"2004-2018"
"AI";"26.6";46,7995634003073;NA;"2004-2018"
"AI";"26.7";0;NA;"2004-2018"
"AI";"26.8";0;NA;"2004-2018"
"AI";"27.1";0;NA;"2004-2018"
"AI";"27.12";0;NA;"2004-2018"
"AI";"27.2";0;NA;"2004-2018"
"AI";"27.3";0;NA;"2004-2018"
"AI";"27.33";24,091750444705;NA;"2004-2018"
"AI";"27.4";0;NA;"2004-2018"
"AI";"27.5";0;NA;"2004-2018"
"AI";"27.9";0;NA;"2004-2018"
"AI";"28.1";0;NA;"2004-2018"
"AI";"28.11";0;NA;"2004-2018"
"AI";"28.14";0;NA;"2004-2018"
"AI";"28.21";0;NA;"2004-2018"
"AI";"28.22";0;NA;"2004-2018"
"AI";"28.23";0;NA;"2004-2018"
"AI";"28.25";0;NA;"2004-2018"
"AI";"28.29";0;NA;"2004-2018"
"AI";"28.3";0;NA;"2004-2018"
"AI";"28.4";0;NA;"2004-2018"
"AI";"28.9";0;NA;"2004-2018"
"AI";"28.92";0;NA;"2004-2018"
"AI";"28.94";0;NA;"2004-2018"
"AI";"28.95";0;NA;"2004-2018"
"AI";"28.99";0;NA;"2004-2018"
"AI";"29.1";0;NA;"2004-2018"
"AI";"29.3";0;NA;"2004-2018"
"AI";"30";0;NA;"2004-2018"
"AI";"31";0;NA;"2004-2018"
"AI";"32";5,44434271385867;NA;"2004-2018"
"AI";"32.5";0;NA;"2004-2018"
"AI";"32.9";0;NA;"2004-2018"
"AI";"42.2";0;NA;"2004-2018"
"AI";"42.91";0;NA;"2004-2018"
"AI";"43";0;NA;"2004-2018"
"AI";"62";0;NA;"2004-2018"
"AL";"10";0;NA;"2004-2018"
"AL";"10.5";0;NA;"2004-2018"
"AL";"11";0;NA;"2004-2018"
"AL";"12";0;NA;"2004-2018"
"AL";"13";0;NA;"2004-2018"
"AL";"14";0;NA;"2004-2018"
"AL";"15";0;NA;"2004-2018"
"AL";"16";0;NA;"2004-2018"
"AL";"17";0;NA;"2004-2018"
"AL";"18.1";0;NA;"2004-2018"
"AL";"19";0;NA;"2004-2018"
"AL";"20.1";0;NA;"2004-2018"
"AL";"20.2";0;NA;"2004-2018"
"AL";"20.3";0;NA;"2004-2018"
"AL";"20.4";0;NA;"2004-2018"
"AL";"20.42";0;NA;"2004-2018"
"AL";"20.5";0;NA;"2004-2018"
"AL";"20.51";0;NA;"2004-2018"
"AL";"20.6";0;NA;"2004-2018"
"AL";"21";4,36190774502717;NA;"2004-2018"
"AL";"22";0;NA;"2004-2018"
"AL";"22.1";0;NA;"2004-2018"
"AL";"22.2";0;NA;"2004-2018"
"AL";"23";0;NA;"2004-2018"
"AL";"23.1";0;NA;"2004-2018"
"AL";"23.3";0;NA;"2004-2018"
"AL";"23.42";0;NA;"2004-2018"
"AL";"23.5";0;NA;"2004-2018"
"AL";"24";0;NA;"2004-2018"
"AL";"24.46";0;NA;"2004-2018"
"AL";"25.1";0;NA;"2004-2018"
"AL";"25.2";0;NA;"2004-2018"
"AL";"25.3";0;NA;"2004-2018"
"AL";"25.4";0;NA;"2004-2018"
"AL";"25.5";0;NA;"2004-2018"
"AL";"25.6";0;NA;"2004-2018"
"AL";"25.7";0;NA;"2004-2018"
"AL";"25.9";0;NA;"2004-2018"
"AL";"25.94";0;NA;"2004-2018"
"AL";"26.1";0;NA;"2004-2018"
"AL";"26.11";0;NA;"2004-2018"
"AL";"26.2";0;NA;"2004-2018"
"AL";"26.3";0;NA;"2004-2018"
"AL";"26.4";0;NA;"2004-2018"
"AL";"26.5";0;NA;"2004-2018"
"AL";"26.51";0;NA;"2004-2018"
"AL";"26.52";0;NA;"2004-2018"
"AL";"26.6";0;NA;"2004-2018"
"AL";"26.7";0;NA;"2004-2018"
"AL";"26.8";0;NA;"2004-2018"
"AL";"27.1";0;NA;"2004-2018"
"AL";"27.12";0;NA;"2004-2018"
"AL";"27.2";0;NA;"2004-2018"
"AL";"27.3";0;NA;"2004-2018"
"AL";"27.33";0;NA;"2004-2018"
"AL";"27.4";0;NA;"2004-2018"
"AL";"27.5";5,61443492224301;NA;"2004-2018"
"AL";"27.9";0;NA;"2004-2018"
"AL";"28.1";10,3965683037096;NA;"2004-2018"
"AL";"28.11";0;NA;"2004-2018"
"AL";"28.14";0;NA;"2004-2018"
"AL";"28.21";0;NA;"2004-2018"
"AL";"28.22";0;NA;"2004-2018"
"AL";"28.23";0;NA;"2004-2018"
"AL";"28.25";0;NA;"2004-2018"
"AL";"28.29";0;NA;"2004-2018"
"AL";"28.3";3,64339687406011;NA;"2004-2018"
"AL";"28.4";0;NA;"2004-2018"
"AL";"28.9";0;NA;"2004-2018"
"AL";"28.92";0;NA;"2004-2018"
"AL";"28.94";0;NA;"2004-2018"
"AL";"28.95";0;NA;"2004-2018"
"AL";"28.99";0;NA;"2004-2018"
"AL";"29.1";3,63100442982507;NA;"2004-2018"
"AL";"29.3";0;NA;"2004-2018"
"AL";"30";0;NA;"2004-2018"
"AL";"31";0;NA;"2004-2018"
"AL";"32";2,54069326646738;NA;"2004-2018"
"AL";"32.5";0;NA;"2004-2018"
"AL";"32.9";0;NA;"2004-2018"
"AL";"42.2";0;NA;"2004-2018"
"AL";"42.91";0;NA;"2004-2018"
"AL";"43";4,68333958524663;NA;"2004-2018"
"AL";"62";0;NA;"2004-2018"
"AM";"10";3,42884194487937;0;"2004-2018"
"AM";"10.5";0;0;"2004-2018"
"AM";"11";6,89323983288381;0;"2004-2018"
"AM";"12";0;0;"2004-2018"
"AM";"13";0;0;"2004-2018"
"AM";"14";0;0;"2004-2018"
"AM";"15";0;0;"2004-2018"
"AM";"16";0;NA;"2004-2018"
"AM";"17";0;NA;"2004-2018"
"AM";"18.1";0;0;"2004-2018"
"AM";"19";0;0;"2004-2018"
"AM";"20.1";0,40575507068262;0;"2004-2018"
"AM";"20.2";0;0;"2004-2018"
"AM";"20.3";0;NA;"2004-2018"
"AM";"20.4";1,27616145096583;NA;"2004-2018"
"AM";"20.42";0;0;"2004-2018"
"AM";"20.5";0;0;"2004-2018"
"AM";"20.51";0;0;"2004-2018"
"AM";"20.6";0;NA;"2004-2018"
"AM";"21";1,45396924834239;0;"2004-2018"
"AM";"22";0;0;"2004-2018"
"AM";"22.1";0;NA;"2004-2018"
"AM";"22.2";0;0;"2004-2018"
"AM";"23";0;0;"2004-2018"
"AM";"23.1";0;0;"2004-2018"
"AM";"23.3";0;0;"2004-2018"
"AM";"23.42";0;NA;"2004-2018"
