"nace2_code";"nace2_descr";"RCA_US";"RCA_CN";"RCA_KR";"RCA_JP";"RCA_AI";"US_Com";"CN_Com";"KR_Com";"JP_Com"
"28.95";"Manufacture of Machinery for Paper and Paperboard Production";1,27136718825683;1,83943111202951;1,83388680308993;0,403623591243967;0;47;41;40;0
"28.99";"Manufacture of Other Special-Purpose Machinery N.E.C.";1,29782557455234;2,03564502076588;0,69623443869807;0,630940225301576;0;39;41;0;0
"29.1";"Manufacture of Motor Vehicles";0,910827225363391;0,671701919277798;0,544476772236895;0,91784178868041;0,269695052068153;0;0;0;0
"29.3";"Manufacture of Parts and Accessories for Motor Vehicles";0,30302538758163;0;0,664070787918899;1,42463959386168;0;0;0;0;42
"30";"Manufacture of Other Transport Equipment";1,44499747041419;1,72352007884433;0,59021949922685;0,683119170160952;0;41;36;0;0
"31";"Manufacture of Furniture";1,90852147521644;0,853291081727056;0,2816395941223;0,377902708790802;0;40;0;0;0
"32";"Other Manufacturing";1,7339612601858;1,44851325183767;1,00414321966364;0,629886497996606;0;24;29;0;0
"32.5";"Manufacture of medical and dental instruments and supplies";2,08124480389356;1,2079510221485;0,381364860149674;0,628051664845262;0,418660623556482;41;41;0;0
"32.9";"Manufacturing N.E.C.";1,47215373000841;0,719705379838956;0,395913218451435;0,797213054529999;0,510213997399816;43;0;0;0
"42.2";"Construction of Utility Projects";1,06070811604611;1,89564312542031;0,789990483104674;0,581629443098492;0;44;40;0;0
"42.91";"Construction of Water Projects";0,801761625494135;1,27891116853784;1,11308972996923;0,957483979249923;0;0;37;0;0
"43";"Specialised Construction Activities";0,792880970765869;0,841822441054325;0,430553239675802;0,74228804380431;0;0;0;0;0
"62";"Computer Programming, Consultancy and Related Activities";0,588940268820329;0;0;1,41689970575787;50,5346393962332;0;0;0;41
