"appln_id";"ctry_code";"techn_field_nr";"weight";"priority_year"
459306;"KR";8;"10";2006
459308;"KR";8;"10";2006
459323;"KR";2;"10";2007
459323;"KR";2;"10";2007
459323;"KR";2;"10";2007
459323;"KR";2;"10";2007
459323;"KR";2;"10";2007
459323;"KR";2;"10";2007
459325;"KR";2;"10";2007
459325;"KR";2;"10";2007
459325;"KR";2;"10";2007
459325;"KR";2;"10";2007
459325;"KR";2;"10";2007
459325;"KR";2;"10";2007
459325;"KR";2;"10";2007
459325;"KR";2;"10";2007
459325;"KR";2;"10";2007
459342;"KR";18;"10";2007
459342;"KR";18;"10";2007
459342;"KR";18;"10";2007
459342;"KR";18;"10";2007
459342;"KR";18;"10";2007
459342;"KR";18;"10";2007
459357;"KR";33;"10";2008
459372;"KR";26;"10";2007
459389;"KR";18;"10";2007
459391;"KR";18;"10";2007
459406;"KR";28;"10";2008
459406;"KR";28;"10";2008
459408;"KR";6;"10";2007
459408;"KR";6;"10";2007
459425;"KR";18;"10";2007
459440;"KR";6;"10";2006
459455;"KR";8;"10";2007
459455;"KR";8;"10";2007
459455;"KR";8;"10";2007
459455;"KR";8;"10";2007
459455;"KR";8;"10";2007
459459;"KR";15;"10";2007
459459;"KR";15;"10";2007
459459;"KR";15;"10";2007
459472;"KR";19;"10";2007
459472;"KR";19;"10";2007
459474;"KR";33;"10";2007
459489;"KR";33;"10";2007
459491;"KR";19;"10";2007
459508;"KR";35;"10";2008
459523;"KR";1;"10";2008
459542;"KR";8;"5";2007
459542;"KR";8;"5";2007
459542;"KR";8;"5";2007
459542;"KR";10;"5";2007
459542;"KR";10;"5";2007
459542;"KR";10;"5";2007
459557;"KR";6;"10";2007
459572;"KR";28;"10";2007
459574;"KR";28;"10";2007
459591;"KR";3;"10";2007
459606;"KR";23;"10";2007
459625;"KR";21;"10";2007
459625;"IN";21;"10";2007
459625;"KR";21;"10";2007
459625;"KR";21;"10";2007
459640;"KR";3;"10";2007
459657;"KR";9;"10";2007
459657;"KR";9;"10";2007
459674;"KR";35;"10";2007
459689;"KR";29;"10";2007
459708;"KR";34;"10";2007
459723;"KR";34;"10";2007
459740;"KR";2;"10";2007
459740;"KR";2;"10";2007
459757;"KR";34;"10";2007
459791;"KR";8;"10";2007
459791;"KR";8;"10";2007
459791;"KR";8;"10";2007
459806;"KR";8;"10";2007
459810;"KR";8;"10";2007
459823;"KR";8;"10";2007
459823;"KR";8;"10";2007
459823;"KR";8;"10";2007
459823;"KR";8;"10";2007
459823;"KR";8;"10";2007
459823;"KR";8;"10";2007
459823;"KR";8;"10";2007
459840;"KR";3;"10";2007
459874;"KR";8;"10";2007
459874;"KR";8;"10";2007
459874;"KR";8;"10";2007
459874;"KR";8;"10";2007
459874;"KR";8;"10";2007
459893;"KR";15;"10";2007
459893;"KR";15;"10";2007
459893;"KR";15;"10";2007
459893;"KR";15;"10";2007
459893;"KR";15;"10";2007
459910;"KR";8;"10";2007
459910;"KR";8;"10";2007
459910;"KR";8;"10";2007
459923;"KR";30;"10";2007
459923;"KR";30;"10";2007
459923;"KR";30;"10";2007
459927;"KR";10;"10";2008
459927;"KR";10;"10";2008
459957;"KR";29;"10";2007
459957;"KR";29;"10";2007
459957;"KR";29;"10";2007
459976;"KR";32;"10";2007
459993;"KR";1;"6666667";2007
459993;"KR";9;"3,333333E+07";2007
460010;"KR";10;"10";2007
460044;"KR";2;"10";2007
460044;"KR";2;"10";2007
460059;"KR";15;"10";2007
460059;"KR";15;"10";2007
460059;"KR";15;"10";2007
460076;"KR";32;"10";2007
460093;"JP";32;"10";2007
460127;"KR";26;"10";2008
460127;"KR";26;"10";2008
460142;"KR";32;"10";2007
460157;"KR";8;"10";2007
460157;"KR";8;"10";2007
460159;"KR";10;"10";2007
460159;"KR";10;"10";2007
460161;"KR";30;"10";2007
460176;"KR";10;"10";2007
460176;"KR";10;"10";2007
460176;"KR";10;"10";2007
460210;"KR";2;"10";2007
460225;"KR";25;"10";2007
460242;"KR";32;"6666667";2007
460242;"KR";33;"3,333333E+07";2007
460244;"KR";32;"10";2007
460259;"KR";32;"10";2007
460259;"KR";32;"10";2007
460261;"KR";2;"10";2007
460261;"KR";2;"10";2007
460261;"KR";2;"10";2007
460261;"KR";2;"10";2007
460261;"KR";2;"10";2007
460261;"KR";2;"10";2007
460278;"KR";1;"10";2008
460293;"KR";28;"10";2007
460308;"KR";9;"10";2007
460308;"KR";9;"10";2007
460325;"KR";16;"10";2007
460325;"KR";16;"10";2007
460325;"KR";16;"10";2007
460325;"KR";16;"10";2007
460327;"KR";9;"5";2007
460327;"KR";9;"5";2007
460327;"KR";29;"5";2007
460327;"KR";29;"5";2007
460342;"KR";9;"10";2008
460342;"KR";9;"10";2008
460344;"KR";32;"10";2007
460361;"KR";6;"10";2007
460361;"KR";6;"10";2007
460361;"KR";6;"10";2007
460361;"KR";6;"10";2007
460361;"KR";6;"10";2007
460361;"KR";6;"10";2007
460361;"KR";6;"10";2007
460361;"KR";6;"10";2007
460361;"KR";6;"10";2007
460376;"KR";25;"10";2007
460391;"KR";19;"10";2007
460391;"KR";19;"10";2007
460395;"KR";1;"10";2007
460408;"KR";34;"10";2007
460408;"KR";34;"10";2007
460408;"KR";34;"10";2007
460408;"KR";34;"10";2007
460408;"KR";34;"10";2007
460410;"KR";17;"5";2007
460410;"KR";19;"5";2007
460425;"KR";5;"10";2007
460425;"KR";5;"10";2007
460427;"KR";3;"5";2007
460427;"KR";3;"5";2007
460427;"KR";3;"5";2007
460427;"KR";3;"5";2007
460427;"KR";4;"5";2007
460427;"KR";4;"5";2007
459302;"KR";8;"10";2006
459327;"KR";13;"10";2007
459327;"KR";13;"10";2007
459329;"KR";2;"10";2007
459334;"KR";3;"10";2007
459334;"KR";3;"10";2007
459336;"KR";10;"10";2007
459370;"KR";24;"10";2007
459393;"KR";20;"10";2008
459393;"KR";20;"10";2008
459393;"KR";20;"10";2008
459393;"KR";20;"10";2008
459393;"KR";20;"10";2008
459393;"KR";20;"10";2008
459395;"KR";3;"10";2007
459436;"KR";31;"10";2007
459468;"KR";33;"10";2007
459468;"KR";33;"10";2007
459468;"KR";33;"10";2007
459468;"KR";33;"10";2007
459468;"KR";33;"10";2007
459495;"KR";2;"10";2007
459495;"KR";2;"10";2007
459495;"KR";2;"10";2007
459502;"KR";12;"10";2008
459502;"KR";12;"10";2008
459536;"KR";20;"5";2007
459536;"KR";20;"5";2007
459536;"KR";20;"5";2007
459536;"KR";20;"5";2007
459536;"KR";20;"5";2007
459536;"KR";20;"5";2007
459536;"KR";22;"5";2007
459536;"KR";22;"5";2007
459536;"KR";22;"5";2007
459536;"KR";22;"5";2007
459536;"KR";22;"5";2007
459536;"KR";22;"5";2007
459538;"US";8;"10";2007
459538;"KR";8;"10";2007
459538;"KR";8;"10";2007
459538;"KR";8;"10";2007
459561;"KR";8;"10";2007
459561;"KR";8;"10";2007
459561;"KR";8;"10";2007
459561;"KR";8;"10";2007
459563;"KR";13;"10";2007
459568;"KR";21;"10";2007
459568;"KR";21;"10";2007
459568;"KR";21;"10";2007
459602;"KR";13;"10";2007
459604;"KR";6;"10";2007
459661;"KR";13;"10";2008
459661;"KR";13;"10";2008
459661;"KR";13;"10";2008
459661;"KR";13;"10";2008
459661;"KR";13;"10";2008
459661;"KR";13;"10";2008
459663;"KR";17;"10";2007
459697;"KR";18;"10";2007
459697;"KR";18;"10";2007
459697;"KR";18;"10";2007
459697;"KR";18;"10";2007
459697;"KR";18;"10";2007
459697;"KR";18;"10";2007
459702;"KR";35;"10";2008
459702;"KR";35;"10";2008
459704;"KR";1;"10";2007
459704;"KR";1;"10";2007
459727;"KR";3;"5";2007
459727;"KR";12;"5";2007
459729;"KR";8;"10";2007
459770;"KR";2;"10";2007
459772;"KR";1;"10";2007
459797;"KR";31;"10";2006
459829;"KR";4;"10";2008
459863;"KR";18;"10";2007
459870;"KR";8;"10";2007
459870;"KR";8;"10";2007
459870;"KR";8;"10";2007
459872;"KR";25;"25";2007
459872;"KR";33;"75";2007
459897;"KR";25;"10";2007
459906;"KR";14;"25";2007
459906;"KR";14;"25";2007
459906;"KR";14;"25";2007
459906;"KR";14;"25";2007
459906;"KR";14;"25";2007
459906;"KR";14;"25";2007
459906;"KR";14;"25";2007
459906;"KR";16;"75";2007
459906;"KR";16;"75";2007
459906;"KR";16;"75";2007
459906;"KR";16;"75";2007
459906;"KR";16;"75";2007
459906;"KR";16;"75";2007
459906;"KR";16;"75";2007
459931;"KR";30;"10";2007
459936;"KR";35;"10";2007
459938;"KR";32;"10";2007
459961;"KR";24;"10";2007
459963;"KR";27;"10";2007
459997;"KR";18;"10";2007
460006;"KR";3;"25";2008
460006;"KR";3;"25";2008
460006;"KR";3;"25";2008
460006;"KR";3;"25";2008
460006;"KR";3;"25";2008
460006;"KR";12;"75";2008
460006;"KR";12;"75";2008
460006;"KR";12;"75";2008
460006;"KR";12;"75";2008
460006;"KR";12;"75";2008
460036;"KR";23;"5";2007
460036;"KR";23;"5";2007
460036;"KR";24;"5";2007
460036;"KR";24;"5";2007
460038;"KR";24;"10";2007
460038;"KR";24;"10";2007
460063;"KR";35;"10";2008
460063;"KR";35;"10";2008
460072;"KR";32;"10";2007
460095;"KR";32;"10";2007
460097;"KR";32;"10";2007
460104;"KR";1;"5";2007
460104;"KR";32;"5";2007
460106;"KR";21;"10";2007
460140;"KR";7;"10";2007
460163;"KR";2;"5";2007
460163;"KR";2;"5";2007
460163;"KR";9;"5";2007
460163;"KR";9;"5";2007
460165;"KR";10;"3,333333E+07";2007
460165;"KR";32;"6666667";2007
460172;"KR";28;"10";2007
460172;"KR";28;"10";2007
460195;"KR";34;"10";2007
460195;"KR";34;"10";2007
460204;"KR";30;"10";2007
460206;"KR";8;"10";2007
460206;"KR";8;"10";2007
460206;"KR";8;"10";2007
460206;"KR";8;"10";2007
460206;"KR";8;"10";2007
460206;"KR";8;"10";2007
460238;"KR";18;"10";2008
460265;"KR";24;"10";2007
460265;"KR";24;"10";2007
460265;"KR";24;"10";2007
460265;"KR";24;"10";2007
460265;"KR";24;"10";2007
460265;"KR";24;"10";2007
460270;"KR";29;"10";2007
460272;"KR";32;"10";2007
460272;"KR";32;"10";2007
460306;"KR";34;"5";2007
460306;"KR";35;"5";2007
460331;"KR";34;"10";2007
460338;"KR";19;"10";2007
460370;"KR";25;"10";2007
460372;"KR";18;"3,333333E+07";2007
460372;"KR";29;"6666667";2007
460374;"IN";1;"10";2007
460374;"KR";1;"10";2007
460374;"KR";1;"10";2007
460404;"KR";30;"10";2007
460404;"KR";30;"10";2007
460404;"KR";30;"10";2007
460431;"KR";1;"10";2008
460438;"KR";35;"10";2007
460438;"KR";35;"10";2007
460472;"KR";30;"3,333333E+07";2006
460472;"KR";30;"3,333333E+07";2006
460472;"KR";30;"3,333333E+07";2006
460472;"KR";30;"3,333333E+07";2006
460472;"KR";34;"6666667";2006
460472;"KR";34;"6666667";2006
460472;"KR";34;"6666667";2006
460472;"KR";34;"6666667";2006
460474;"KR";1;"3,333333E+07";2007
460474;"KR";1;"3,333333E+07";2007
460474;"KR";9;"6666667";2007
460474;"KR";9;"6666667";2007
460497;"KR";31;"10";2007
460499;"KR";32;"10";2007
459305;"KR";8;"10";2006
459341;"KR";20;"3,333333E+07";2007
459341;"KR";20;"3,333333E+07";2007
459341;"KR";20;"3,333333E+07";2007
459341;"KR";20;"3,333333E+07";2007
459341;"KR";26;"6666667";2007
459341;"KR";26;"6666667";2007
459341;"KR";26;"6666667";2007
459341;"KR";26;"6666667";2007
459356;"KR";1;"10";2008
459392;"KR";18;"10";2007
459409;"KR";28;"10";2007
459409;"KR";28;"10";2007
459424;"KR";15;"10";2007
459424;"KR";15;"10";2007
459424;"KR";15;"10";2007
459424;"KR";15;"10";2007
459424;"KR";15;"10";2007
459439;"KR";8;"10";2006
459475;"KR";33;"10";2007
459492;"KR";30;"10";2008
459507;"KR";34;"10";2007
459507;"KR";34;"10";2007
459507;"KR";34;"10";2007
459509;"KR";6;"10";2007
459509;"KR";6;"10";2007
459509;"KR";6;"10";2007
459522;"KR";1;"10";2008
459558;"KR";6;"10";2007
459575;"KR";25;"10";2007
459575;"KR";25;"10";2007
459590;"KR";23;"10";2007
459592;"KR";10;"25";2007
459592;"KR";12;"25";2007
459592;"KR";32;"5";2007
459609;"KR";14;"5";2007
459609;"KR";14;"5";2007
459609;"KR";14;"5";2007
459609;"KR";14;"5";2007
459609;"KR";14;"5";2007
459609;"KR";14;"5";2007
459609;"KR";14;"5";2007
459609;"KR";14;"5";2007
459609;"KR";14;"5";2007
459609;"KR";14;"5";2007
459609;"KR";14;"5";2007
459609;"KR";14;"5";2007
459609;"KR";16;"5";2007
459609;"KR";16;"5";2007
459609;"KR";16;"5";2007
459609;"KR";16;"5";2007
459609;"KR";16;"5";2007
459609;"KR";16;"5";2007
459609;"KR";16;"5";2007
459609;"KR";16;"5";2007
459609;"KR";16;"5";2007
459609;"KR";16;"5";2007
459609;"KR";16;"5";2007
459609;"KR";16;"5";2007
459641;"KR";1;"10";2007
459641;"KR";1;"10";2007
459641;"KR";1;"10";2007
459641;"KR";1;"10";2007
459641;"KR";1;"10";2007
459641;"KR";1;"10";2007
459658;"KR";9;"10";2007
459673;"KR";32;"10";2007
459675;"KR";32;"10";2007
459692;"KR";35;"10";2007
459724;"KR";33;"10";2007
459726;"KR";1;"10";2008
459741;"KR";21;"10";2007
459743;"KR";23;"5";2008
459743;"KR";24;"5";2008
459756;"KR";35;"10";2007
459758;"KR";23;"5";2007
459758;"KR";23;"5";2007
459758;"KR";28;"5";2007
459758;"KR";28;"5";2007
459775;"KR";21;"10";2006
459775;"KR";21;"10";2006
459775;"KR";21;"10";2006
459775;"KR";21;"10";2006
459807;"KR";8;"10";2007
459809;"KR";24;"10";2008
459809;"KR";24;"10";2008
459809;"KR";24;"10";2008
459824;"KR";11;"10";2007
459826;"KR";10;"75";2008
459826;"KR";35;"25";2008
459841;"KR";7;"10";2007
459841;"KR";7;"10";2007
459841;"KR";7;"10";2007
459841;"KR";7;"10";2007
459858;"KR";13;"10";2007
459890;"KR";1;"10";2007
459890;"KR";1;"10";2007
459892;"KR";29;"10";2007
459892;"KR";29;"10";2007
459907;"KR";29;"10";2007
459909;"KR";34;"10";2008
459924;"KR";3;"10";2007
459941;"KR";32;"10";2007
459960;"KR";16;"10";2007
459960;"KR";16;"10";2007
459960;"KR";16;"10";2007
459960;"KR";16;"10";2007
459960;"KR";16;"10";2007
459975;"KR";32;"10";2007
459990;"KR";13;"10";2007
459990;"KR";13;"10";2007
459990;"KR";13;"10";2007
459990;"KR";13;"10";2007
459992;"KR";34;"10";2007
459992;"KR";34;"10";2007
459992;"KR";34;"10";2007
459992;"KR";34;"10";2007
459992;"KR";34;"10";2007
459992;"KR";34;"10";2007
459992;"KR";34;"10";2007
460007;"KR";32;"10";2007
460024;"KR";24;"10";2008
460024;"KR";24;"10";2008
460043;"KR";8;"10";2007
460058;"KR";15;"10";2007
460058;"KR";15;"10";2007
460058;"KR";15;"10";2007
460075;"KR";32;"10";2007
460107;"KR";19;"10";2007
460107;"KR";19;"10";2007
460107;"KR";19;"10";2007
460126;"KR";25;"10";2007
460126;"KR";25;"10";2007
460141;"KR";32;"10";2007
460158;"KR";9;"10";2008
460194;"KR";23;"25";2007
460194;"KR";23;"25";2007
460194;"KR";30;"75";2007
460194;"KR";30;"75";2007
460209;"KR";33;"10";2008
460224;"KR";24;"10";2007
460224;"KR";24;"10";2007
460241;"KR";34;"10";2007
460277;"KR";1;"10";2008
460292;"KR";29;"10";2007
460328;"IN";22;"10";2007
460328;"KR";22;"10";2007
460328;"KR";22;"10";2007
460328;"KR";22;"10";2007
460360;"KR";30;"10";2008
460375;"KR";24;"10";2007
460375;"KR";24;"10";2007
460375;"KR";24;"10";2007
460411;"KR";34;"10";2007
460443;"KR";14;"10";2007
460443;"KR";14;"10";2007
460443;"KR";14;"10";2007
460445;"KR";33;"10";2007
460445;"KR";33;"10";2007
460494;"KR";10;"5";2007
460494;"KR";32;"5";2007
460511;"KR";32;"10";2007
460511;"KR";32;"10";2007
460511;"KR";32;"10";2007
460511;"KR";32;"10";2007
460511;"KR";32;"10";2007
460526;"KR";20;"75";2007
460526;"KR";20;"75";2007
460526;"KR";21;"25";2007
460526;"KR";21;"25";2007
460528;"KR";34;"10";2008
460545;"KR";32;"10";2007
460577;"KR";8;"10";2007
460577;"KR";8;"10";2007
460594;"KR";14;"10";2007
460594;"KR";14;"10";2007
460594;"KR";14;"10";2007
460611;"KR";13;"10";2006
460628;"KR";25;"10";2007
460660;"KR";17;"10";2007
460662;"KR";17;"10";2007
460662;"KR";17;"10";2007
460662;"KR";17;"10";2007
460677;"KR";29;"3,333333E+07";2008
460677;"KR";35;"6666667";2008
459309;"KR";8;"10";2006
459318;"KR";8;"10";2006
459343;"KR";6;"10";2007
459345;"KR";1;"10";2007
459352;"KR";8;"10";2007
459354;"KR";6;"10";2007
459377;"KR";32;"10";2007
459386;"KR";31;"10";2007
459420;"KR";9;"10";2007
459420;"KR";9;"10";2007
459420;"KR";9;"10";2007
459420;"KR";9;"10";2007
459420;"KR";9;"10";2007
459420;"KR";9;"10";2007
459443;"KR";8;"10";2007
459443;"KR";8;"10";2007
459445;"KR";8;"10";2007
459452;"KR";35;"10";2007
459511;"KR";8;"10";2006
459518;"KR";23;"10";2007
459543;"KR";8;"10";2007
459543;"KR";8;"10";2007
459543;"KR";8;"10";2007
459543;"KR";8;"10";2007
459543;"KR";8;"10";2007
459552;"KR";2;"10";2007
459552;"KR";2;"10";2007
459554;"KR";8;"10";2007
459554;"KR";8;"10";2007
459554;"KR";8;"10";2007
459554;"KR";8;"10";2007
459586;"KR";35;"10";2007
459611;"KR";18;"10";2007
459611;"KR";18;"10";2007
459611;"KR";18;"10";2007
459611;"KR";18;"10";2007
459611;"KR";18;"10";2007
459618;"KR";2;"5";2007
459618;"KR";2;"5";2007
459618;"KR";2;"5";2007
459618;"KR";8;"5";2007
459618;"KR";8;"5";2007
459618;"KR";8;"5";2007
459654;"KR";9;"10";2007
459654;"KR";9;"10";2007
459654;"KR";9;"10";2007
459713;"KR";2;"10";2007
459720;"KR";13;"10";2007
459720;"KR";13;"10";2007
459720;"KR";13;"10";2007
459747;"KR";8;"10";2007
459747;"KR";8;"10";2007
459752;"KR";20;"10";2007
459752;"KR";20;"10";2007
459752;"KR";20;"10";2007
459752;"KR";20;"10";2007
459752;"KR";20;"10";2007
459752;"KR";20;"10";2007
459777;"KR";8;"10";2007
459820;"KR";35;"10";2007
459847;"KR";34;"10";2007
459856;"KR";1;"5";2007
459856;"KR";1;"5";2007
459856;"KR";1;"5";2007
459856;"KR";1;"5";2007
459856;"KR";1;"5";2007
459856;"KR";1;"5";2007
459856;"KR";1;"5";2007
459856;"KR";1;"5";2007
459856;"KR";1;"5";2007
459856;"KR";23;"5";2007
459856;"KR";23;"5";2007
459856;"KR";23;"5";2007
459856;"KR";23;"5";2007
459856;"KR";23;"5";2007
459856;"KR";23;"5";2007
459856;"KR";23;"5";2007
459856;"KR";23;"5";2007
459856;"KR";23;"5";2007
459879;"KR";25;"10";2007
459886;"KR";13;"5";2008
459886;"KR";13;"5";2008
459886;"KR";13;"5";2008
459886;"KR";24;"5";2008
459886;"KR";24;"5";2008
459886;"KR";24;"5";2008
459913;"KR";35;"10";2007
459922;"KR";30;"10";2007
459922;"KR";30;"10";2007
459922;"KR";30;"10";2007
459947;"KR";12;"5";2007
459947;"KR";32;"5";2007
459956;"KR";8;"10";2007
459956;"KR";8;"10";2007
459956;"KR";8;"10";2007
459956;"KR";8;"10";2007
459956;"KR";8;"10";2007
459981;"KR";32;"10";2007
459986;"KR";9;"10";2007
460011;"KR";3;"10";2007
460011;"KR";3;"10";2007
460011;"KR";3;"10";2007
460011;"KR";3;"10";2007
460013;"KR";31;"10";2007
460013;"KR";31;"10";2007
460045;"KR";33;"10";2008
460056;"KR";23;"10";2007
460079;"KR";32;"10";2007
460088;"KR";27;"10";2007
460113;"KR";32;"10";2007
460115;"KR";9;"10";2007
460115;"KR";9;"10";2007
460122;"KR";2;"75";2007
460122;"KR";2;"75";2007
460122;"KR";10;"25";2007
460122;"KR";10;"25";2007
460147;"KR";1;"5";2007
460147;"KR";32;"5";2007
460156;"KR";34;"10";2007
460190;"KR";6;"10";2007
460190;"KR";6;"10";2007
460213;"KR";20;"75";2007
460213;"KR";20;"75";2007
460213;"KR";29;"25";2007
460213;"KR";29;"25";2007
460215;"KR";10;"10";2007
460215;"KR";10;"10";2007
460215;"KR";10;"10";2007
460215;"KR";10;"10";2007
460215;"KR";10;"10";2007
460222;"KR";29;"10";2007
460245;"KR";25;"10";2007
460254;"KR";35;"10";2008
460281;"KR";3;"10";2007
460288;"KR";1;"10";2008
460313;"KR";3;"25";2007
460313;"KR";3;"25";2007
460313;"KR";3;"25";2007
460313;"KR";4;"75";2007
460313;"KR";4;"75";2007
460313;"KR";4;"75";2007
460322;"KR";10;"5";2007
460322;"KR";10;"5";2007
460322;"KR";10;"5";2007
460322;"KR";11;"5";2007
460322;"KR";11;"5";2007
460322;"KR";11;"5";2007
460324;"KR";16;"10";2007
460324;"KR";16;"10";2007
460324;"KR";16;"10";2007
460324;"KR";16;"10";2007
460324;"KR";16;"10";2007
460356;"KR";33;"10";2007
460379;"KR";1;"10";2008
460379;"KR";1;"10";2008
460381;"KR";35;"10";2008
460381;"KR";35;"10";2008
460388;"KR";30;"10";2007
460424;"KR";13;"5";2007
460424;"KR";25;"5";2007
460454;"KR";1;"10";2008
460479;"KR";33;"10";2007
460488;"KR";25;"10";2008
460490;"KR";32;"10";2007
460522;"KR";15;"10";2007
460522;"KR";15;"10";2007
460522;"KR";15;"10";2007
460522;"KR";15;"10";2007
460522;"KR";15;"10";2007
460522;"KR";15;"10";2007
460522;"KR";15;"10";2007
460547;"KR";10;"5";2007
460547;"KR";10;"5";2007
460547;"KR";31;"5";2007
460547;"KR";31;"5";2007
460554;"KR";10;"10";2007
460590;"KR";1;"10";2007
460590;"KR";1;"10";2007
460590;"KR";1;"10";2007
460590;"KR";1;"10";2007
460590;"KR";1;"10";2007
460649;"KR";14;"10";2007
460649;"KR";14;"10";2007
460649;"KR";14;"10";2007
460656;"KR";10;"5";2007
459312;"KR";8;"10";2006
459312;"KR";8;"10";2006
459326;"KR";3;"10";2007
459326;"KR";3;"10";2007
459326;"KR";3;"10";2007
459326;"KR";3;"10";2007
459337;"KR";3;"10";2007
459351;"KR";8;"10";2007
459351;"KR";8;"10";2007
459351;"KR";8;"10";2007
459351;"KR";8;"10";2007
459369;"KR";27;"10";2007
459394;"KR";13;"10";2007
459412;"KR";15;"10";2007
459437;"KR";2;"10";2007
459437;"KR";2;"10";2007
459437;"KR";2;"10";2007
459469;"KR";33;"10";2007
459469;"KR";33;"10";2007
459469;"KR";33;"10";2007
459469;"KR";33;"10";2007
459469;"KR";33;"10";2007
459476;"KR";2;"10";2006
459476;"KR";2;"10";2006
459476;"KR";2;"10";2006
459476;"KR";2;"10";2006
459476;"KR";2;"10";2006
459476;"KR";2;"10";2006
459476;"KR";2;"10";2006
459480;"KR";4;"10";2007
459512;"KR";15;"10";2007
459512;"KR";15;"10";2007
459512;"KR";15;"10";2007
459512;"KR";15;"10";2007
459519;"KR";2;"10";2007
459519;"KR";2;"10";2007
459555;"KR";8;"10";2007
459555;"KR";8;"10";2007
459555;"KR";8;"10";2007
459555;"KR";8;"10";2007
459555;"KR";8;"10";2007
459580;"KR";33;"10";2007
459594;"KR";3;"10";2007
459637;"KR";14;"10";2007
459637;"KR";14;"10";2007
459644;"KR";2;"10";2007
459644;"KR";2;"10";2007
459644;"KR";2;"10";2007
459644;"KR";2;"10";2007
459644;"KR";2;"10";2007
459644;"KR";2;"10";2007
459662;"KR";9;"6666667";2007
459662;"KR";26;"3,333333E+07";2007
459669;"KR";35;"10";2007
459669;"KR";35;"10";2007
459669;"KR";35;"10";2007
459669;"KR";35;"10";2007
459687;"KR";3;"10";2007
459687;"KR";3;"10";2007
459705;"KR";33;"10";2007
459712;"KR";32;"10";2007
459744;"KR";27;"10";2007
459744;"KR";27;"10";2007
459755;"KR";27;"10";2007
459769;"KR";35;"10";2007
459787;"KR";17;"10";2007
459812;"KR";18;"25";2007
459812;"KR";25;"75";2007
459844;"KR";18;"10";2007
459844;"KR";18;"10";2007
459844;"KR";18;"10";2007
459844;"KR";18;"10";2007
459855;"KR";29;"10";2007
459887;"KR";17;"10";2007
459887;"KR";17;"10";2007
459887;"KR";17;"10";2007
459887;"KR";17;"10";2007
459894;"KR";35;"10";2008
459912;"KR";1;"5";2007
459912;"KR";24;"5";2007
459930;"KR";4;"10";2007
459930;"KR";4;"10";2007
459955;"KR";1;"10";2008
459969;"KR";32;"10";2007
459973;"KR";32;"10";2007
459998;"KR";18;"10";2007
460012;"KR";31;"10";2007
460012;"KR";31;"10";2007
460012;"KR";31;"10";2007
460012;"KR";31;"10";2007
460030;"KR";14;"10";2007
460030;"KR";14;"10";2007
460030;"KR";14;"10";2007
460030;"KR";14;"10";2007
460030;"KR";14;"10";2007
460030;"KR";14;"10";2007
460037;"KR";23;"10";2007
460037;"KR";23;"10";2007
460037;"KR";23;"10";2007
460062;"KR";19;"10";2007
460062;"KR";19;"10";2007
460062;"KR";19;"10";2007
460062;"KR";19;"10";2007
460073;"KR";32;"10";2007
460080;"KR";32;"10";2007
460080;"KR";32;"10";2007
460087;"KR";32;"10";2007
460123;"KR";1;"10";2007
460162;"KR";26;"6666667";2007
460162;"KR";29;"3,333333E+07";2007
460187;"KR";8;"10";2007
460187;"KR";8;"10";2007
460187;"KR";8;"10";2007
460187;"KR";8;"10";2007
460187;"KR";8;"10";2007
460187;"KR";8;"10";2007
460187;"KR";8;"10";2007
460198;"KR";8;"10";2007
460198;"KR";8;"10";2007
460198;"KR";8;"10";2007
460198;"KR";8;"10";2007
460198;"KR";8;"10";2007
460230;"KR";2;"10";2007
460230;"KR";2;"10";2007
460230;"KR";2;"10";2007
460230;"KR";2;"10";2007
460248;"KR";24;"10";2007
460248;"KR";24;"10";2007
460262;"UA";2;"10";2007
460262;"KR";2;"10";2007
460262;"KR";2;"10";2007
460262;"RU";2;"10";2007
460273;"KR";34;"10";2008
460287;"KR";20;"6666667";2007
460287;"KR";20;"6666667";2007
460287;"KR";20;"6666667";2007
460287;"KR";20;"6666667";2007
460287;"KR";20;"6666667";2007
460287;"KR";29;"3,333333E+07";2007
460287;"KR";29;"3,333333E+07";2007
460287;"KR";29;"3,333333E+07";2007
460287;"KR";29;"3,333333E+07";2007
460287;"KR";29;"3,333333E+07";2007
460305;"KR";26;"10";2007
460330;"KR";1;"10";2007
460330;"KR";1;"10";2007
460348;"KR";28;"10";2007
460373;"KR";16;"10";2007
460373;"KR";16;"10";2007
460405;"KR";30;"10";2007
460405;"KR";30;"10";2007
460405;"KR";30;"10";2007
460412;"KR";26;"10";2007
460412;"KR";26;"10";2007
460448;"KR";14;"5";2007
460448;"KR";14;"5";2007
460448;"KR";14;"5";2007
460448;"KR";16;"5";2007
460448;"KR";16;"5";2007
460448;"KR";16;"5";2007
460455;"KR";12;"10";2007
460462;"KR";12;"10";2007
460491;"KR";32;"10";2007
460516;"KR";24;"10";2007
460573;"KR";30;"3,333333E+07";2007
460573;"KR";30;"3,333333E+07";2007
460573;"KR";30;"3,333333E+07";2007
460573;"KR";34;"6666667";2007
460573;"KR";34;"6666667";2007
460573;"KR";34;"6666667";2007
460605;"KR";9;"10";2007
460623;"KR";21;"3,333333E+07";2007
460623;"KR";21;"3,333333E+07";2007
460623;"KR";33;"3,333333E+07";2007
460623;"KR";33;"3,333333E+07";2007
