"ctry_code";"techn_field_nr";"RCA";"permutation_number"
"JP";"24";0;6
"JP";"27";7;6
"JP";"30";0;6
"US";"12";0;6
"US";"20";3,5;6
"US";"24";3,5;6
"US";"27";0;6
"US";"30";0;6
"DE";"1";0;7
"DE";"12";1,25;7
"DE";"19";0;7
"DE";"25";0;7
"DE";"28";0;7
"DE";"30";1,25;7
"DE";"9";0;7
"JP";"1";0;7
"JP";"12";0;7
"JP";"19";0;7
"JP";"25";0;7
"JP";"28";0;7
"JP";"30";0;7
"JP";"9";0;7
"US";"1";0;7
"US";"12";0;7
"US";"19";0;7
"US";"25";5;7
"US";"28";0;7
"US";"30";0;7
"US";"9";0;7
"DE";"12";1,75;8
"DE";"19";0;8
"DE";"30";1,75;8
"DE";"33";0;8
"DE";"6";0;8
"JP";"12";0;8
"JP";"19";0;8
"JP";"30";0;8
"JP";"33";0;8
"JP";"6";7;8
"US";"12";0;8
"US";"19";3,5;8
"US";"30";0;8
"US";"33";3,5;8
"US";"6";0;8
"DE";"10";0;9
"DE";"12";1,5;9
"DE";"21";0;9
"DE";"25";0;9
"DE";"29";0;9
"DE";"30";1,5;9
"JP";"10";0;9
"JP";"12";0;9
"JP";"21";6;9
"JP";"25";0;9
"JP";"29";0;9
"JP";"30";0;9
"US";"10";6;9
"US";"12";0;9
"US";"21";0;9
"US";"25";0;9
"US";"29";0;9
"US";"30";0;9
"DE";"1";0;10
"DE";"12";1,5;10
"DE";"25";0;10
"DE";"3";0;10
"DE";"30";1,5;10
"DE";"35";0;10
"JP";"1";0;10
"JP";"12";0;10
"JP";"25";0;10
"JP";"3";0;10
"JP";"30";0;10
"JP";"35";0;10
"US";"1";3;10
"US";"12";0;10
"US";"25";0;10
"US";"3";3;10
"US";"30";0;10
"US";"35";0;10
"DE";"10";0;11
"DE";"12";1,75;11
"DE";"25";0;11
"DE";"30";1,75;11
"JP";"10";0;11
"JP";"12";0;11
"JP";"25";3,5;11
"JP";"30";0;11
"US";"10";3,5;11
"US";"12";0;11
"US";"25";1,75;11
"US";"30";0;11
"DE";"12";1,5;12
"DE";"20";0;12
"DE";"26";0;12
"DE";"30";1,5;12
"DE";"32";0;12
"GB";"12";0;12
"GB";"20";0;12
"GB";"26";0;12
"GB";"30";0;12
"GB";"32";0;12
"JP";"12";0;12
"JP";"20";6;12
"JP";"26";0;12
"JP";"30";0;12
"JP";"32";0;12
"US";"12";0;12
"US";"20";0;12
"US";"26";0;12
"US";"30";0;12
"US";"32";6;12
"DE";"12";1,75;13
"DE";"27";0;13
"DE";"30";1,75;13
"DE";"31";0;13
"DE";"35";0;13
"JP";"12";0;13
"JP";"27";0;13
"JP";"30";0;13
"JP";"31";7;13
"JP";"35";0;13
"US";"12";0;13
"US";"27";3,5;13
"US";"30";0;13
"US";"31";0;13
"US";"35";3,5;13
"DE";"12";1,5;14
"DE";"14";0;14
"DE";"17";0;14
"DE";"19";0;14
"DE";"23";0;14
"DE";"30";1,5;14
"DE";"31";0;14
"DE";"6";0;14
"JP";"12";0;14
"JP";"14";0;14
"JP";"17";0;14
"JP";"19";0;14
"JP";"23";0;14
"JP";"30";0;14
"JP";"31";0;14
"JP";"6";6;14
"US";"12";0;14
"US";"14";0;14
"US";"17";0;14
"US";"19";0;14
"US";"23";0;14
"US";"30";0;14
"US";"31";6;14
"US";"6";0;14
"DE";"1";0;15
"DE";"12";1,5;15
"DE";"14";0;15
"DE";"30";1,5;15
"DE";"32";0;15
"DE";"9";0;15
"JP";"1";0;15
"JP";"12";0;15
"JP";"14";0;15
"JP";"30";0;15
"JP";"32";6;15
"JP";"9";0;15
"US";"1";6;15
"US";"12";0;15
"US";"14";0;15
"US";"30";0;15
"US";"32";0;15
"US";"9";0;15
"DE";"10";0;16
"DE";"12";1,75;16
"DE";"30";1,75;16
"DE";"32";0;16
"JP";"10";3,5;16
"JP";"12";0;16
"JP";"30";0;16
"JP";"32";0;16
"US";"10";1,75;16
"US";"12";0;16
"US";"30";0;16
"US";"32";3,5;16
"DE";"10";0;17
"DE";"12";1,5;17
"DE";"26";0;17
"DE";"30";1,5;17
"DE";"5";0;17
"DE";"6";0;17
"JP";"10";0;17
"JP";"12";0;17
"JP";"26";0;17
"JP";"30";0;17
"JP";"5";0;17
"JP";"6";0;17
"US";"10";3;17
"US";"12";0;17
"US";"26";3;17
"US";"30";0;17
"US";"5";0;17
"US";"6";0;17
"DE";"1";0;18
"DE";"12";1,5;18
"DE";"2";0;18
"DE";"30";1,5;18
"DE";"31";0;18
"DE";"5";0;18
"JP";"1";0;18
"JP";"12";0;18
"JP";"2";6;18
"JP";"30";0;18
"JP";"31";0;18
"JP";"5";0;18
"US";"1";0;18
"US";"12";0;18
"US";"2";0;18
"US";"30";0;18
"US";"31";6;18
"US";"5";0;18
"DE";"12";1,25;19
"DE";"19";0;19
"DE";"23";0;19
"DE";"26";0;19
"DE";"30";1,25;19
"DE";"31";0;19
"DE";"33";0;19
"JP";"12";0;19
"JP";"19";0;19
"JP";"23";0;19
"JP";"26";0;19
"JP";"30";0;19
"JP";"31";0;19
"JP";"33";0;19
"US";"12";0;19
"US";"19";0;19
"US";"23";0;19
"US";"26";0;19
"US";"30";0;19
"US";"31";0;19
"US";"33";5;19
"DE";"12";1,5;20
"DE";"19";0;20
"DE";"26";0;20
"DE";"30";1,5;20
"DE";"9";0;20
"JP";"12";0;20
"JP";"19";0;20
"JP";"26";0;20
"JP";"30";0;20
"JP";"9";6;20
"US";"12";0;20
"US";"19";6;20
"US";"26";0;20
"US";"30";0;20
"US";"9";0;20
"DE";"12";1,5;21
"DE";"13";0;21
"DE";"2";0;21
"DE";"20";0;21
"DE";"30";1,5;21
"DE";"6";0;21
"JP";"12";0;21
"JP";"13";0;21
"JP";"2";0;21
"JP";"20";6;21
"JP";"30";0;21
"JP";"6";0;21
"US";"12";0;21
"US";"13";6;21
"US";"2";0;21
"US";"20";0;21
"US";"30";0;21
"US";"6";0;21
"DE";"12";1,75;22
"DE";"2";0;22
"DE";"27";0;22
"DE";"30";1,75;22
"DE";"9";0;22
"JP";"12";0;22
"JP";"2";0;22
"JP";"27";0;22
"JP";"30";0;22
"JP";"9";7;22
"US";"12";0;22
"US";"2";3,5;22
"US";"27";3,5;22
"US";"30";0;22
"US";"9";0;22
"DE";"12";1,5;23
"DE";"14";0;23
"DE";"16";0;23
"DE";"2";0;23
"DE";"30";1,5;23
"DE";"8";0;23
"JP";"12";0;23
"JP";"14";0;23
"JP";"16";0;23
"JP";"2";6;23
"JP";"30";0;23
"JP";"8";0;23
"US";"12";0;23
"US";"14";0;23
"US";"16";0;23
"US";"2";0;23
"US";"30";0;23
"US";"8";6;23
"DE";"12";1,75;24
"DE";"14";0;24
"DE";"17";0;24
"DE";"27";0;24
"DE";"30";1,75;24
"JP";"12";0;24
"JP";"14";0;24
"JP";"17";0;24
"JP";"27";7;24
"JP";"30";0;24
"US";"12";0;24
"US";"14";3,5;24
"US";"17";3,5;24
"US";"27";0;24
"US";"30";0;24
"DE";"1";0;25
"DE";"12";1,75;25
"DE";"19";0;25
"DE";"29";0;25
"DE";"30";1,75;25
"JP";"1";0;25
"JP";"12";0;25
"JP";"19";7;25
"JP";"29";0;25
"JP";"30";0;25
"US";"1";3,5;25
"US";"12";0;25
"US";"19";0;25
"US";"29";3,5;25
"US";"30";0;25
"DE";"10";0;26
"DE";"12";1;26
"DE";"14";0;26
"DE";"23";0;26
"DE";"25";0;26
"DE";"29";0;26
"DE";"30";1;26
"DE";"31";0;26
"JP";"10";0;26
"JP";"12";0;26
"JP";"14";0;26
"JP";"23";0;26
"JP";"25";0;26
"JP";"29";0;26
"JP";"30";0;26
"JP";"31";0;26
"US";"10";0;26
"US";"12";0;26
"US";"14";0;26
"US";"23";0;26
"US";"25";0;26
"US";"29";0;26
"US";"30";0;26
"US";"31";0;26
"DE";"12";1,5;27
"DE";"14";0;27
"DE";"20";0;27
"DE";"28";0;27
"DE";"3";0;27
"DE";"30";1,5;27
"DE";"6";0;27
"JP";"12";0;27
"JP";"14";0;27
"JP";"20";0;27
"JP";"28";0;27
"JP";"3";0;27
"JP";"30";0;27
"JP";"6";0;27
"US";"12";0;27
"US";"14";3;27
"US";"20";3;27
"US";"28";0;27
"US";"3";0;27
"US";"30";0;27
"US";"6";0;27
"DE";"12";1;28
"DE";"19";0;28
"DE";"28";0;28
"DE";"29";0;28
"DE";"30";1,5;28
"JP";"12";0;28
"JP";"19";6;28
"JP";"28";0;28
"JP";"29";0;28
"JP";"30";0;28
"US";"12";2;28
"US";"19";0;28
"US";"28";0;28
"US";"29";0;28
"US";"30";0;28
"DE";"12";1,75;29
"DE";"20";0;29
"DE";"23";0;29
"DE";"27";0;29
"DE";"30";1,75;29
"JP";"12";0;29
"JP";"20";0;29
"JP";"23";0;29
"JP";"27";7;29
"JP";"30";0;29
"US";"12";0;29
"US";"20";3,5;29
"US";"23";3,5;29
"US";"27";0;29
"US";"30";0;29
"DE";"12";1,5;30
"DE";"20";0;30
"DE";"21";0;30
"DE";"26";0;30
"DE";"29";0;30
"DE";"30";1,5;30
"JP";"12";0;30
"JP";"20";0;30
"JP";"21";0;30
"JP";"26";0;30
"JP";"29";6;30
"JP";"30";0;30
"US";"12";0;30
"US";"20";0;30
"US";"21";0;30
"US";"26";6;30
"US";"29";0;30
"US";"30";0;30
"DE";"12";1,5;31
"DE";"30";1,5;31
"DE";"32";0;31
"DE";"35";0;31
"DE";"8";0;31
"DE";"9";0;31
"JP";"12";0;31
"JP";"30";0;31
"JP";"32";0;31
"JP";"35";6;31
"JP";"8";0;31
"JP";"9";0;31
"US";"12";0;31
"US";"30";0;31
"US";"32";6;31
"US";"35";0;31
"US";"8";0;31
"US";"9";0;31
"DE";"12";1,5;32
"DE";"14";0;32
"DE";"17";0;32
"DE";"23";0;32
"DE";"28";0;32
"DE";"30";1,5;32
"JP";"12";0;32
"JP";"14";0;32
"JP";"17";6;32
"JP";"23";0;32
"JP";"28";0;32
"JP";"30";0;32
"US";"12";0;32
"US";"14";6;32
"US";"17";0;32
"US";"23";0;32
"US";"28";0;32
"US";"30";0;32
"DE";"12";1,75;33
"DE";"30";1,75;33
"DE";"31";0;33
"DE";"32";0;33
"DE";"8";0;33
"JP";"12";0;33
"JP";"30";0;33
"JP";"31";0;33
"JP";"32";0;33
"JP";"8";7;33
"US";"12";0;33
"US";"30";0;33
"US";"31";3,5;33
"US";"32";3,5;33
"US";"8";0;33
"DE";"12";1,25;34
"DE";"14";0;34
"DE";"18";0;34
"DE";"19";0;34
"DE";"23";0;34
"DE";"29";0;34
"DE";"30";1,25;34
"DE";"34";0;34
"JP";"12";0;34
"JP";"14";0;34
"JP";"18";0;34
"JP";"19";0;34
"JP";"23";0;34
"JP";"29";0;34
"JP";"30";0;34
"JP";"34";0;34
"US";"12";0;34
"US";"14";0;34
"US";"18";0;34
"US";"19";0;34
"US";"23";0;34
"US";"29";5;34
"US";"30";0;34
"US";"34";0;34
"DE";"12";1,75;35
"DE";"26";0;35
"DE";"27";0;35
"DE";"30";1,75;35
"DE";"32";0;35
"JP";"12";0;35
"JP";"26";0;35
"JP";"27";7;35
"JP";"30";0;35
"JP";"32";0;35
"US";"12";0;35
"US";"26";3,5;35
"US";"27";0;35
"US";"30";0;35
"US";"32";3,5;35
"DE";"1";0;36
"DE";"12";1,75;36
"DE";"17";0;36
"DE";"30";1,75;36
"DE";"33";0;36
"JP";"1";0;36
"JP";"12";0;36
"JP";"17";7;36
"JP";"30";0;36
"JP";"33";0;36
"US";"1";3,5;36
"US";"12";0;36
"US";"17";0;36
"US";"30";0;36
"US";"33";3,5;36
"DE";"1";0;37
"DE";"12";1,5;37
"DE";"29";0;37
"DE";"3";0;37
"DE";"30";1,5;37
"DE";"35";0;37
"JP";"1";6;37
"JP";"12";0;37
"JP";"29";0;37
"JP";"3";0;37
"JP";"30";0;37
"JP";"35";0;37
"US";"1";0;37
"US";"12";0;37
"US";"29";0;37
"US";"3";6;37
"US";"30";0;37
"US";"35";0;37
"DE";"10";0;38
"DE";"12";1,75;38
"DE";"13";0;38
"DE";"30";1,75;38
"DE";"6";0;38
"JP";"10";0;38
"JP";"12";0;38
"JP";"13";0;38
"JP";"30";0;38
"JP";"6";7;38
"US";"10";3,5;38
"US";"12";0;38
"US";"13";3,5;38
"US";"30";0;38
"US";"6";0;38
"DE";"1";0;39
"DE";"12";1,5;39
"DE";"23";0;39
"DE";"28";0;39
"DE";"29";0;39
"DE";"30";1,5;39
"JP";"1";6;39
"JP";"12";0;39
"JP";"23";0;39
"JP";"28";0;39
"JP";"29";0;39
"JP";"30";0;39
"US";"1";0;39
"US";"12";0;39
"US";"23";0;39
"US";"28";6;39
"US";"29";0;39
"US";"30";0;39
"DE";"12";1,25;40
"DE";"23";0;40
"DE";"25";0;40
"DE";"30";1,25;40
"DE";"33";0;40
"DE";"34";0;40
"JP";"12";0;40
"JP";"23";0;40
"JP";"25";0;40
"JP";"30";0;40
"JP";"33";0;40
"JP";"34";0;40
"US";"12";0;40
"US";"23";0;40
"US";"25";0;40
"US";"30";0;40
"US";"33";5;40
"US";"34";0;40
"DE";"1";0;41
"DE";"12";1,25;41
"DE";"14";0;41
"DE";"23";0;41
"DE";"25";0;41
"DE";"30";1,25;41
"JP";"1";0;41
"JP";"12";0;41
"JP";"14";0;41
"JP";"23";0;41
"JP";"25";0;41
"JP";"30";0;41
"US";"1";0;41
"US";"12";0;41
"US";"14";0;41
"US";"23";0;41
"US";"25";5;41
"US";"30";0;41
"DE";"12";1,75;42
"DE";"21";0;42
"DE";"30";1,16666666666667;42
"DE";"9";0;42
"JP";"12";0;42
"JP";"21";7;42
"JP";"30";0;42
"JP";"9";0;42
"US";"12";0;42
"US";"21";0;42
"US";"30";1,16666666666667;42
"US";"9";3,5;42
"DE";"12";1,5;43
"DE";"24";0;43
"DE";"30";1,5;43
"DE";"31";0;43
"DE";"35";0;43
"JP";"12";0;43
"JP";"24";6;43
"JP";"30";0;43
"JP";"31";0;43
"JP";"35";0;43
"US";"12";0;43
"US";"24";0;43
"US";"30";0;43
"US";"31";6;43
"US";"35";0;43
"DE";"10";0;44
"DE";"12";1,25;44
"DE";"25";0;44
"DE";"30";1,25;44
"DE";"5";0;44
"DE";"8";0;44
"DE";"9";0;44
"JP";"10";0;44
"JP";"12";0;44
"JP";"25";0;44
"JP";"30";0;44
"JP";"5";0;44
"JP";"8";0;44
"JP";"9";0;44
"US";"10";0;44
"US";"12";0;44
"US";"25";5;44
"US";"30";0;44
"US";"5";0;44
"US";"8";0;44
"US";"9";0;44
"DE";"1";0;45
"DE";"12";1,5;45
"DE";"3";0;45
"DE";"30";1,5;45
"DE";"4";0;45
"JP";"1";0;45
"JP";"12";0;45
"JP";"3";0;45
"JP";"30";0;45
"JP";"4";0;45
"US";"1";0;45
"US";"12";0;45
"US";"3";3;45
"US";"30";0;45
"US";"4";0;45
"DE";"1";0;46
"DE";"12";1,5;46
"DE";"19";0;46
"DE";"2";0;46
"DE";"20";0;46
"DE";"26";0;46
"DE";"30";1,5;46
"DE";"5";0;46
"DE";"8";0;46
"JP";"1";0;46
"JP";"12";0;46
"JP";"19";0;46
"JP";"2";0;46
"JP";"20";0;46
"JP";"26";6;46
"JP";"30";0;46
"JP";"5";0;46
"JP";"8";0;46
"US";"1";0;46
"US";"12";0;46
"US";"19";0;46
"US";"2";0;46
"US";"20";0;46
"US";"26";0;46
"US";"30";0;46
"US";"5";6;46
"US";"8";0;46
"DE";"12";1,75;47
"DE";"2";0;47
"DE";"25";0;47
"DE";"26";0;47
"DE";"30";1,75;47
"JP";"12";0;47
"JP";"2";7;47
"JP";"25";0;47
"JP";"26";0;47
"JP";"30";0;47
"US";"12";0;47
"US";"2";0;47
"US";"25";3,5;47
"US";"26";3,5;47
"US";"30";0;47
"DE";"10";0;48
"DE";"12";1,5;48
"DE";"26";0;48
"DE";"30";1,5;48
"DE";"31";0;48
"JP";"10";3;48
"JP";"12";0;48
"JP";"26";0;48
"JP";"30";0;48
"JP";"31";0;48
"US";"10";3;48
"US";"12";0;48
"US";"26";0;48
"US";"30";0;48
"US";"31";0;48
"DE";"12";1,75;49
"DE";"21";0;49
"DE";"23";0;49
"DE";"25";0;49
"DE";"30";1,75;49
"JP";"12";0;49
"JP";"21";7;49
"JP";"23";0;49
"JP";"25";0;49
"JP";"30";0;49
"US";"12";0;49
"US";"21";0;49
"US";"23";3,5;49
"US";"25";3,5;49
"US";"30";0;49
"DE";"10";0;50
"DE";"12";1,5;50
"DE";"30";1,5;50
"DE";"31";0;50
"JP";"10";3;50
"JP";"12";0;50
"JP";"30";0;50
"JP";"31";0;50
"US";"10";3;50
"US";"12";0;50
"US";"30";0;50
"US";"31";0;50
"DE";"1";0;51
"DE";"10";0;51
"DE";"12";1,25;51
"DE";"27";0;51
"DE";"3";0;51
"DE";"30";1,25;51
"DE";"31";0;51
"DE";"33";0;51
"JP";"1";0;51
"JP";"10";0;51
"JP";"12";0;51
"JP";"27";0;51
"JP";"3";0;51
"JP";"30";0;51
"JP";"31";0;51
"JP";"33";5;51
"US";"1";0;51
"US";"10";0;51
"US";"12";0;51
"US";"27";0;51
"US";"3";0;51
"US";"30";0;51
"US";"31";0;51
"US";"33";0;51
"DE";"12";1;52
"DE";"20";0;52
"DE";"21";0;52
"DE";"28";0;52
"DE";"30";1;52
"DE";"5";0;52
"DE";"8";0;52
"DE";"9";0;52
"JP";"12";0;52
"JP";"20";0;52
"JP";"21";0;52
"JP";"28";0;52
"JP";"30";0;52
"JP";"5";0;52
"JP";"8";0;52
"JP";"9";0;52
"US";"12";0;52
"US";"20";0;52
"US";"21";0;52
"US";"28";0;52
"US";"30";0;52
"US";"5";0;52
"US";"8";0;52
"US";"9";0;52
"DE";"12";1,25;53
"DE";"14";0;53
"DE";"19";0;53
"DE";"25";0;53
"DE";"30";1,25;53
"DE";"31";0;53
"DE";"35";0;53
"JP";"12";0;53
"JP";"14";0;53
"JP";"19";0;53
"JP";"25";0;53
"JP";"30";0;53
"JP";"31";0;53
"JP";"35";0;53
"US";"12";0;53
"US";"14";0;53
"US";"19";0;53
"US";"25";5;53
"US";"30";0;53
"US";"31";0;53
"US";"35";0;53
"DE";"12";1,25;54
"DE";"15";0;54
"DE";"17";0;54
"DE";"21";0;54
"DE";"23";0;54
"DE";"29";0;54
"DE";"3";0;54
"DE";"30";1,25;54
"DE";"31";0;54
"JP";"12";0;54
"JP";"15";0;54
"JP";"17";5;54
"JP";"21";0;54
"JP";"23";0;54
"JP";"29";0;54
"JP";"3";0;54
"JP";"30";0;54
"JP";"31";0;54
"US";"12";0;54
"US";"15";0;54
"US";"17";0;54
"US";"21";0;54
"US";"23";0;54
"US";"29";0;54
"US";"3";0;54
"US";"30";0;54
"US";"31";0;54
"DE";"12";1,75;55
"DE";"14";0;55
"DE";"17";0;55
"DE";"20";0;55
"DE";"30";1,75;55
"JP";"12";0;55
"JP";"14";0;55
"JP";"17";7;55
"JP";"20";0;55
"JP";"30";0;55
"US";"12";0;55
"US";"14";3,5;55
"US";"17";0;55
"US";"20";3,5;55
"US";"30";0;55
"DE";"12";1,75;56
"DE";"24";0;56
"DE";"28";0;56
"DE";"30";1,75;56
"DE";"31";0;56
"JP";"12";0;56
"JP";"24";7;56
"JP";"28";0;56
"JP";"30";0;56
"JP";"31";0;56
"US";"12";0;56
"US";"24";0;56
"US";"28";3,5;56
"US";"30";0;56
"US";"31";3,5;56
"DE";"12";1,25;57
"DE";"23";0;57
"DE";"24";0;57
"DE";"30";0,833333333333333;57
"DE";"6";0;57
"DE";"9";0;57
"JP";"12";0;57
"JP";"23";0;57
"JP";"24";0;57
"JP";"30";0;57
"JP";"6";0;57
"JP";"9";0;57
"US";"12";0;57
"US";"23";0;57
"US";"24";0;57
"US";"30";1,66666666666667;57
"US";"6";0;57
"US";"9";0;57
"DE";"12";1,5;58
"DE";"23";0;58
"DE";"3";0;58
"DE";"30";1,5;58
"DE";"31";0;58
"DE";"9";0;58
"JP";"12";0;58
"JP";"23";0;58
"JP";"3";0;58
"JP";"30";0;58
"JP";"31";6;58
"JP";"9";0;58
"US";"12";0;58
"US";"23";6;58
"US";"3";0;58
"US";"30";0;58
"US";"31";0;58
"US";"9";0;58
"DE";"12";0,75;59
"DE";"14";0;59
"DE";"16";0;59
"DE";"30";1,5;59
"JP";"12";1,5;59
"JP";"14";0;59
"JP";"16";0;59
"JP";"30";0;59
"US";"12";1,5;59
"US";"14";0;59
"US";"16";0;59
"US";"30";0;59
"DE";"12";1,75;60
"DE";"19";0;60
"DE";"23";0;60
"DE";"30";1,75;60
"DE";"33";0;60
"JP";"12";0;60
"JP";"19";7;60
"JP";"23";0;60
"JP";"30";0;60
"JP";"33";0;60
"US";"12";0;60
"US";"19";0;60
"US";"23";3,5;60
"US";"30";0;60
"US";"33";3,5;60
"DE";"12";1,5;61
"DE";"23";0;61
"DE";"30";1,5;61
"DE";"31";0;61
"DE";"35";0;61
"DE";"5";0;61
"JP";"12";0;61
"JP";"23";0;61
"JP";"30";0;61
"JP";"31";0;61
"JP";"35";0;61
"JP";"5";6;61
"US";"12";0;61
"US";"23";6;61
"US";"30";0;61
"US";"31";0;61
"US";"35";0;61
"US";"5";0;61
"DE";"12";1,75;62
"DE";"24";0;62
"DE";"30";1,75;62
"DE";"31";0;62
"DE";"6";0;62
"JP";"12";0;62
"JP";"24";7;62
"JP";"30";0;62
"JP";"31";0;62
"JP";"6";0;62
"US";"12";0;62
"US";"24";0;62
"US";"30";0;62
"US";"31";3,5;62
"US";"6";3,5;62
"DE";"1";0;63
"DE";"12";1,5;63
"DE";"23";0;63
"DE";"29";0;63
"DE";"30";1,5;63
"DE";"31";0;63
"JP";"1";6;63
"JP";"12";0;63
"JP";"23";0;63
"JP";"29";0;63
"JP";"30";0;63
"JP";"31";0;63
"US";"1";0;63
"US";"12";0;63
"US";"23";0;63
"US";"29";0;63
"US";"30";0;63
"US";"31";6;63
"DE";"10";0;64
"DE";"12";1,75;64
"DE";"21";0;64
"DE";"25";0;64
"DE";"30";1,75;64
"JP";"10";0;64
"JP";"12";0;64
"JP";"21";7;64
"JP";"25";0;64
"JP";"30";0;64
"US";"10";3,5;64
"US";"12";0;64
"US";"21";0;64
"US";"25";3,5;64
"US";"30";0;64
"DE";"12";1,75;65
"DE";"2";0;65
"DE";"30";1,75;65
"DE";"31";0;65
"DE";"32";0;65
"JP";"12";0;65
"JP";"2";7;65
"JP";"30";0;65
"JP";"31";0;65
"JP";"32";0;65
"US";"12";0;65
"US";"2";0;65
"US";"30";0;65
"US";"31";3,5;65
"US";"32";3,5;65
"DE";"1";0;66
"DE";"12";1,5;66
"DE";"14";0;66
"DE";"20";0;66
"DE";"23";0;66
"DE";"30";1,5;66
"JP";"1";6;66
"JP";"12";0;66
"JP";"14";0;66
"JP";"20";0;66
"JP";"23";0;66
"JP";"30";0;66
"US";"1";0;66
"US";"12";0;66
"US";"14";0;66
"US";"20";6;66
"US";"23";0;66
"US";"30";0;66
"DE";"1";0;67
"DE";"12";1,5;67
"DE";"25";0;67
"DE";"27";0;67
"DE";"30";1,5;67
"JP";"1";0;67
"JP";"12";0;67
"JP";"25";0;67
"JP";"27";0;67
"JP";"30";0;67
"US";"1";3;67
"US";"12";0;67
"US";"25";3;67
"US";"27";0;67
"US";"30";0;67
"DE";"12";1,75;68
"DE";"14";0;68
"DE";"25";0;68
"DE";"26";0;68
"DE";"30";1,75;68
"JP";"12";0;68
"JP";"14";0;68
"JP";"25";0;68
"JP";"26";7;68
"JP";"30";0;68
"US";"12";0;68
"US";"14";3,5;68
"US";"25";3,5;68
"US";"26";0;68
"US";"30";0;68
"DE";"12";1,75;69
"DE";"25";0;69
"DE";"30";1,75;69
"DE";"31";0;69
"DE";"9";0;69
"JP";"12";0;69
"JP";"25";0;69
"JP";"30";0;69
"JP";"31";7;69
"JP";"9";0;69
"US";"12";0;69
"US";"25";3,5;69
"US";"30";0;69
"US";"31";0;69
"US";"9";3,5;69
"DE";"1";0;70
"DE";"12";1,5;70
"DE";"29";0;70
"DE";"30";1,5;70
"DE";"33";0;70
"DE";"35";0;70
"JP";"1";0;70
"JP";"12";0;70
"JP";"29";0;70
"JP";"30";0;70
"JP";"33";0;70
"JP";"35";0;70
"US";"1";3;70
"US";"12";0;70
"US";"29";3;70
"US";"30";0;70
"US";"33";0;70
"US";"35";0;70
"DE";"10";0;71
"DE";"12";1,5;71
"DE";"25";0;71
"DE";"26";0;71
"DE";"30";1,5;71
"JP";"10";0;71
"JP";"12";0;71
"JP";"25";0;71
"JP";"26";0;71
"JP";"30";0;71
"US";"10";3;71
"US";"12";0;71
"US";"25";3;71
"US";"26";0;71
"US";"30";0;71
"DE";"11";0;72
"DE";"12";1,5;72
"DE";"16";0;72
"DE";"30";1,5;72
"DE";"31";0;72
"DE";"9";0;72
"JP";"11";0;72
"JP";"12";0;72
"JP";"16";0;72
"JP";"30";0;72
"JP";"31";6;72
"JP";"9";0;72
"US";"11";0;72
"US";"12";0;72
"US";"16";0;72
"US";"30";0;72
"US";"31";0;72
"US";"9";6;72
"DE";"12";1,75;73
"DE";"19";0;73
"DE";"3";0;73
"DE";"30";1,75;73
"DE";"34";0;73
"JP";"12";0;73
"JP";"19";0;73
"JP";"3";7;73
"JP";"30";0;73
"JP";"34";0;73
"US";"12";0;73
